 [-9.17333916e-03  1.97803229e+01]
 [-9.18384422e-03  1.97950843e+01]
 [-9.19400770e-03  1.98098457e+01]
 [-9.20419371e-03  1.98246072e+01]
 [-9.21621859e-03  1.98393686e+01]
 [-9.22608011e-03  1.98541300e+01]
 [-9.23423919e-03  1.98688915e+01]
 [-9.24482078e-03  1.98836529e+01]
 [-9.25548647e-03  1.98984144e+01]
 [-9.26600777e-03  1.99131758e+01]
 [-9.27657321e-03  1.99279372e+01]
 [-9.28703819e-03  1.99426987e+01]
 [-9.29834583e-03  1.99574601e+01]
 [-9.30882828e-03  1.99722215e+01]
 [-9.31567551e-03  1.99869830e+01]
 [-9.32814769e-03  2.00017444e+01]
 [-9.33913546e-03  2.00165058e+01]
 [-9.34771590e-03  2.00312673e+01]
 [-9.35988191e-03  2.00460287e+01]
 [-9.36806180e-03  2.00607901e+01]
 [-9.37682319e-03  2.00755516e+01]
 [-9.38634309e-03  2.00903130e+01]
 [-9.39674293e-03  2.01050744e+01]
 [-9.40652688e-03  2.01198359e+01]
 [-9.41543360e-03  2.01345973e+01]
 [-9.42475510e-03  2.01493587e+01]
 [-9.43366909e-03  2.01641202e+01]
 [-9.44276170e-03  2.01788816e+01]
 [-9.45024871e-03  2.01936431e+01]
 [-9.45837641e-03  2.02084045e+01]
 [-9.45837736e-03  2.02231659e+01]
 [-9.45838017e-03  2.02379274e+01]
 [-9.45838476e-03  2.02526888e+01]
 [-9.45839107e-03  2.02674502e+01]
 [-9.45839903e-03  2.02822117e+01]
 [-9.45840856e-03  2.02969731e+01]
 [-9.45841960e-03  2.03117345e+01]
 [-9.45843207e-03  2.03264960e+01]
 [-9.45844591e-03  2.03412574e+01]
 [-9.45846105e-03  2.03560188e+01]
 [-9.45847741e-03  2.03707803e+01]
 [-9.45849493e-03  2.03855417e+01]
 [-9.45851354e-03  2.04003031e+01]
 [-9.45853316e-03  2.04150646e+01]
 [-9.45855372e-03  2.04298260e+01]
 [-9.45857517e-03  2.04445874e+01]
 [-9.45859741e-03  2.04593489e+01]
 [-9.45862039e-03  2.04741103e+01]
 [-9.45864404e-03  2.04888718e+01]
 [-9.45866829e-03  2.05036332e+01]
 [-9.45869306e-03  2.05183946e+01]
 [-9.45871828e-03  2.05331561e+01]
 [-9.45874389e-03  2.05479175e+01]
 [-9.45876981e-03  2.05626789e+01]
 [-9.45879598e-03  2.05774404e+01]
 [-9.45882233e-03  2.05922018e+01]
 [-9.45884878e-03  2.06069632e+01]
 [-9.45887526e-03  2.06217247e+01]
 [-9.45890171e-03  2.06364861e+01]
 [-9.45892806e-03  2.06512475e+01]
 [-9.45895423e-03  2.06660090e+01]
 [-9.45898015e-03  2.06807704e+01]
 [-9.45900576e-03  2.06955318e+01]
 [-9.45903099e-03  2.07102933e+01]
 [-9.45905576e-03  2.07250547e+01]
 [-9.45908000e-03  2.07398161e+01]
 [-9.45910365e-03  2.07545776e+01]
 [-9.45912663e-03  2.07693390e+01]
 [-9.45914888e-03  2.07841005e+01]
 [-9.45917032e-03  2.07988619e+01]
 [-9.45919088e-03  2.08136233e+01]
 [-9.45921050e-03  2.08283848e+01]
 [-9.45922911e-03  2.08431462e+01]
 [-9.45924663e-03  2.08579076e+01]
 [-9.45926299e-03  2.08726691e+01]
 [-9.45927813e-03  2.08874305e+01]
 [-9.45929197e-03  2.09021919e+01]
 [-9.45930444e-03  2.09169534e+01]
 [-9.45931548e-03  2.09317148e+01]
 [-9.45932502e-03  2.09464762e+01]
 [-9.45933297e-03  2.09612377e+01]
 [-9.45933928e-03  2.09759991e+01]
 [-9.45934388e-03  2.09907605e+01]
 [-9.45934668e-03  2.10055220e+01]
 [-9.45934764e-03  2.10202834e+01]
 [-9.12706368e-03  2.10350448e+01]
 [-9.12439613e-03  2.10498063e+01]
 [-9.12256489e-03  2.10645677e+01]
 [-9.11887251e-03  2.10793292e+01]
 [-9.11698122e-03  2.10940906e+01]
 [-9.11451285e-03  2.11088520e+01]
 [-9.11321595e-03  2.11236135e+01]
 [-9.11194994e-03  2.11383749e+01]
 [-9.11167170e-03  2.11531363e+01]
 [-9.11083106e-03  2.11678978e+01]
 [-9.11200660e-03  2.11826592e+01]
 [-9.11469352e-03  2.11974206e+01]
 [-9.11716602e-03  2.12121821e+01]
 [-9.12040153e-03  2.12269435e+01]
 [-9.12164315e-03  2.12417049e+01]
 [-9.12656975e-03  2.12564664e+01]
 [-9.13221906e-03  2.12712278e+01]
 [-9.13591961e-03  2.12859892e+01]
 [-9.14072882e-03  2.13007507e+01]
 [-9.14568420e-03  2.13155121e+01]
 [-9.15035991e-03  2.13302735e+01]
 [-9.15531423e-03  2.13450350e+01]
 [-9.15965557e-03  2.13597964e+01]
 [-9.16520020e-03  2.13745579e+01]
 [-9.17209756e-03  2.13893193e+01]
 [-9.17799709e-03  2.14040807e+01]
 [-9.18367964e-03  2.14188422e+01]
 [-9.18927907e-03  2.14336036e+01]
 [-9.19538103e-03  2.14483650e+01]
 [-9.20238850e-03  2.14631265e+01]
 [-9.20968537e-03  2.14778879e+01]
 [-9.21681820e-03  2.14926493e+01]
 [-9.22460419e-03  2.15074108e+01]
 [-9.23211507e-03  2.15221722e+01]
 [-9.23982724e-03  2.15369336e+01]
 [-9.24746983e-03  2.15516951e+01]
 [-9.25366646e-03  2.15664565e+01]
 [-9.26198646e-03  2.15812179e+01]
 [-9.27172080e-03  2.15959794e+01]
 [-9.27896911e-03  2.16107408e+01]
 [-9.28803989e-03  2.16255022e+01]
 [-9.29679323e-03  2.16402637e+01]
 [-9.30260263e-03  2.16550251e+01]
 [-9.31092126e-03  2.16697865e+01]
 [-9.32208860e-03  2.16845480e+01]
 [-9.33103814e-03  2.16993094e+01]
 [-9.33947235e-03  2.17140709e+01]
 [-9.34827142e-03  2.17288323e+01]
 [-9.35680413e-03  2.17435937e+01]
 [-9.36575185e-03  2.17583552e+01]
 [-9.37192762e-03  2.17731166e+01]
 [-9.38191077e-03  2.17878780e+01]
 [-9.39143920e-03  2.18026395e+01]
 [-9.39926149e-03  2.18174009e+01]
 [-9.40753044e-03  2.18321623e+01]
 [-9.41616483e-03  2.18469238e+01]
 [-9.42574621e-03  2.18616852e+01]
 [-9.43362571e-03  2.18764466e+01]
 [-9.44259018e-03  2.18912081e+01]
 [-9.45095186e-03  2.19059695e+01]
 [-9.45998874e-03  2.19207309e+01]
 [-9.46832435e-03  2.19354924e+01]
 [-9.47686493e-03  2.19502538e+01]
 [-9.48565288e-03  2.19650152e+01]
 [-9.49431487e-03  2.19797767e+01]
 [-9.50321125e-03  2.19945381e+01]
 [-9.51180896e-03  2.20092996e+01]
 [-9.52043327e-03  2.20240610e+01]
 [-9.52927147e-03  2.20388224e+01]
 [-9.53798767e-03  2.20535839e+01]
 [-9.54665777e-03  2.20683453e+01]
 [-9.55549413e-03  2.20831067e+01]
 [-9.56394837e-03  2.20978682e+01]
 [-9.57294713e-03  2.21126296e+01]
 [-9.58196091e-03  2.21273910e+01]
 [-9.59068237e-03  2.21421525e+01]
 [-9.59920187e-03  2.21569139e+01]
 [-9.60750617e-03  2.21716753e+01]
 [-9.61691575e-03  2.21864368e+01]
 [-9.62507640e-03  2.22011982e+01]
 [-9.63425915e-03  2.22159596e+01]
 [-9.64366417e-03  2.22307211e+01]
 [-9.65232205e-03  2.22454825e+01]
 [-9.65980935e-03  2.22602439e+01]
 [-9.66887252e-03  2.22750054e+01]
 [-9.67899127e-03  2.22897668e+01]
 [-9.68648088e-03  2.23045283e+01]
 [-9.69501362e-03  2.23192897e+01]
 [-9.70390215e-03  2.23340511e+01]
 [-9.71511832e-03  2.23488126e+01]
 [-9.72498506e-03  2.23635740e+01]
 [-9.73249540e-03  2.23783354e+01]
 [-9.74268530e-03  2.23930969e+01]
 [-9.75236414e-03  2.24078583e+01]
 [-9.76099679e-03  2.24226197e+01]
 [-9.77016503e-03  2.24373812e+01]
 [-9.77920534e-03  2.24521426e+01]
 [-9.78753737e-03  2.24669040e+01]
 [-9.79708883e-03  2.24816655e+01]
 [-9.80665441e-03  2.24964269e+01]
 [-9.81355008e-03  2.25111883e+01]
 [-9.82406381e-03  2.25259498e+01]
 [-9.83426605e-03  2.25407112e+01]
 [-9.84255663e-03  2.25554726e+01]
 [-9.85211437e-03  2.25702341e+01]
 [-9.85837001e-03  2.25849955e+01]
 [-9.86935204e-03  2.25997570e+01]
 [-9.87952714e-03  2.26145184e+01]
 [-9.88757229e-03  2.26292798e+01]
 [-9.89749872e-03  2.26440413e+01]
 [-9.90629069e-03  2.26588027e+01]
 [-9.91600915e-03  2.26735641e+01]
 [-9.92513968e-03  2.26883256e+01]
 [-9.93450942e-03  2.27030870e+01]
 [-9.94255029e-03  2.27178484e+01]
 [-9.95284022e-03  2.27326099e+01]
 [-9.96297131e-03  2.27473713e+01]
 [-9.97188186e-03  2.27621327e+01]
 [-9.97202833e-03  2.27768942e+01]
 [-9.97246069e-03  2.27916556e+01]
 [-9.97316834e-03  2.28064170e+01]
 [-9.97414070e-03  2.28211785e+01]
 [-9.97536719e-03  2.28359399e+01]
 [-9.97683720e-03  2.28507013e+01]
 [-9.97854015e-03  2.28654628e+01]
 [-9.98046547e-03  2.28802242e+01]
 [-9.98260254e-03  2.28949857e+01]
 [-9.98494080e-03  2.29097471e+01]
 [-9.98746964e-03  2.29245085e+01]
 [-9.99017849e-03  2.29392700e+01]
 [-9.99305675e-03  2.29540314e+01]
 [-9.99609384e-03  2.29687928e+01]
 [-9.99927916e-03  2.29835543e+01]
 [-1.00026021e-02  2.29983157e+01]
 [-1.00060522e-02  2.30130771e+01]
 [-1.00096187e-02  2.30278386e+01]
 [-1.00132910e-02  2.30426000e+01]
 [-1.00170587e-02  2.30573614e+01]
 [-1.00209111e-02  2.30721229e+01]
 [-1.00248376e-02  2.30868843e+01]
 [-1.00288277e-02  2.31016457e+01]
 [-1.00328706e-02  2.31164072e+01]
 [-1.00369560e-02  2.31311686e+01]
 [-1.00410731e-02  2.31459300e+01]
 [-1.00452113e-02  2.31606915e+01]
 [-1.00493602e-02  2.31754529e+01]
 [-1.00535090e-02  2.31902144e+01]
 [-1.00576473e-02  2.32049758e+01]
 [-1.00617644e-02  2.32197372e+01]
 [-1.00658497e-02  2.32344987e+01]
 [-1.00698927e-02  2.32492601e+01]
 [-1.00738828e-02  2.32640215e+01]
 [-1.00778093e-02  2.32787830e+01]
 [-1.00816616e-02  2.32935444e+01]
 [-1.00854293e-02  2.33083058e+01]
 [-1.00891017e-02  2.33230673e+01]
 [-1.00926682e-02  2.33378287e+01]
 [-1.00961182e-02  2.33525901e+01]
 [-1.00994412e-02  2.33673516e+01]
 [-1.01026265e-02  2.33821130e+01]
 [-1.01056636e-02  2.33968744e+01]
 [-1.01085419e-02  2.34116359e+01]
 [-1.01112507e-02  2.34263973e+01]
 [-1.01137796e-02  2.34411587e+01]
 [-1.01161178e-02  2.34559202e+01]
 [-1.01182549e-02  2.34706816e+01]
 [-1.01201802e-02  2.34854431e+01]
 [-1.01218832e-02  2.35002045e+01]
 [-1.01233532e-02  2.35149659e+01]
 [-1.01245797e-02  2.35297274e+01]
 [-1.01255520e-02  2.35444888e+01]
 [-1.01262597e-02  2.35592502e+01]
 [-1.01266920e-02  2.35740117e+01]
 [-1.01268385e-02  2.35887731e+01]
 [-9.74671416e-03  2.36035345e+01]
 [-9.73486003e-03  2.36182960e+01]
 [-9.72304455e-03  2.36330574e+01]
 [-9.71058101e-03  2.36478188e+01]
 [-9.70153916e-03  2.36625803e+01]
 [-9.69339927e-03  2.36773417e+01]
 [-9.68407769e-03  2.36921031e+01]
 [-9.67639983e-03  2.37068646e+01]
 [-9.66582724e-03  2.37216260e+01]
 [-9.66064360e-03  2.37363874e+01]
 [-9.65472680e-03  2.37511489e+01]
 [-9.64762987e-03  2.37659103e+01]
 [-9.64308907e-03  2.37806718e+01]
 [-9.63865609e-03  2.37954332e+01]
 [-9.63271041e-03  2.38101946e+01]
 [-9.62923903e-03  2.38249561e+01]
 [-9.62736263e-03  2.38397175e+01]
 [-9.62392851e-03  2.38544789e+01]
 [-9.62252629e-03  2.38692404e+01]
 [-9.62000220e-03  2.38840018e+01]
 [-9.61868277e-03  2.38987632e+01]
 [-9.61732198e-03  2.39135247e+01]
 [-9.61609813e-03  2.39282861e+01]
 [-9.61496221e-03  2.39430475e+01]
 [-9.61438365e-03  2.39578090e+01]
 [-9.61412716e-03  2.39725704e+01]
 [-9.61369717e-03  2.39873318e+01]
 [-9.61321602e-03  2.40020933e+01]
 [-9.61348302e-03  2.40168547e+01]
 [-9.61386506e-03  2.40316161e+01]
 [-9.61322156e-03  2.40463776e+01]
 [-9.61274447e-03  2.40611390e+01]
 [-9.61417844e-03  2.40759005e+01]
 [-9.61319172e-03  2.40906619e+01]
 [-9.61485916e-03  2.41054233e+01]
 [-9.61706664e-03  2.41201848e+01]
 [-9.61688204e-03  2.41349462e+01]
 [-9.61824154e-03  2.41497076e+01]
 [-9.61872497e-03  2.41644691e+01]
 [-9.61936764e-03  2.41792305e+01]
 [-9.61817286e-03  2.41939919e+01]
 [-9.61977652e-03  2.42087534e+01]
 [-9.62081189e-03  2.42235148e+01]
 [-9.62122336e-03  2.42382762e+01]
 [-9.62256791e-03  2.42530377e+01]
 [-9.61987324e-03  2.42677991e+01]
 [-9.62244950e-03  2.42825605e+01]
 [-9.62501214e-03  2.42973220e+01]
 [-9.62464928e-03  2.43120834e+01]
 [-9.62573897e-03  2.43268448e+01]
 [-9.62573986e-03  2.43416063e+01]
 [-9.62624178e-03  2.43563677e+01]
 [-9.62637664e-03  2.43711292e+01]
 [-9.62591909e-03  2.43858906e+01]
 [-9.62658623e-03  2.44006520e+01]
 [-9.62748678e-03  2.44154135e+01]
 [-9.62752851e-03  2.44301749e+01]
 [-9.62639475e-03  2.44449363e+01]
 [-9.62512235e-03  2.44596978e+01]
 [-9.62661385e-03  2.44744592e+01]
 [-9.62670752e-03  2.44892206e+01]
 [-9.62564910e-03  2.45039821e+01]
 [-9.62517534e-03  2.45187435e+01]
 [-9.62465020e-03  2.45335049e+01]
 [-9.62427272e-03  2.45482664e+01]
 [-9.62362080e-03  2.45630278e+01]
 [-9.62290254e-03  2.45777892e+01]
 [-9.62135319e-03  2.45925507e+01]
 [-9.61868828e-03  2.46073121e+01]
 [-9.61928376e-03  2.46220735e+01]
 [-9.61724518e-03  2.46368350e+01]
 [-9.61632297e-03  2.46515964e+01]
 [-9.61647338e-03  2.46663579e+01]
 [-9.61387450e-03  2.46811193e+01]
 [-9.61253125e-03  2.46958807e+01]
 [-9.61012769e-03  2.47106422e+01]
 [-9.60765085e-03  2.47254036e+01]
 [-9.60539046e-03  2.47401650e+01]
 [-9.60272155e-03  2.47549265e+01]
 [-9.60008066e-03  2.47696879e+01]
 [-9.59756367e-03  2.47844493e+01]
 [-9.59401840e-03  2.47992108e+01]
 [-9.58937943e-03  2.48139722e+01]
 [-9.58650502e-03  2.48287336e+01]
 [-9.58447083e-03  2.48434951e+01]
 [-9.57975081e-03  2.48582565e+01]
 [-9.57640896e-03  2.48730179e+01]
 [-9.57292986e-03  2.48877794e+01]
 [-9.56674110e-03  2.49025408e+01]
 [-9.56355477e-03  2.49173022e+01]
 [-9.56031162e-03  2.49320637e+01]
 [-9.55498508e-03  2.49468251e+01]
 [-9.55025759e-03  2.49615866e+01]
 [-9.54500015e-03  2.49763480e+01]
 [-9.53777777e-03  2.49911094e+01]
 [-9.53324700e-03  2.50058709e+01]
 [-9.52932850e-03  2.50206323e+01]
 [-9.52261602e-03  2.50353937e+01]
 [-9.51707311e-03  2.50501552e+01]
 [-9.51072120e-03  2.50649166e+01]
 [-9.50440546e-03  2.50796780e+01]
 [-9.49772589e-03  2.50944395e+01]
 [-9.49077843e-03  2.51092009e+01]
 [-9.48936775e-03  2.51239623e+01]
 [-9.48520625e-03  2.51387238e+01]
 [-9.47839973e-03  2.51534852e+01]
 [-9.46905399e-03  2.51682466e+01]
 [-9.45727483e-03  2.51830081e+01]
 [-9.44316805e-03  2.51977695e+01]
 [-9.42683945e-03  2.52125309e+01]
 [-9.40839484e-03  2.52272924e+01]
 [-9.38794001e-03  2.52420538e+01]
 [-9.36558077e-03  2.52568152e+01]
 [-9.34142291e-03  2.52715767e+01]
 [-9.31557224e-03  2.52863381e+01]
 [-9.28813455e-03  2.53010996e+01]
 [-9.25921566e-03  2.53158610e+01]
 [-9.22892135e-03  2.53306224e+01]
 [-9.19735743e-03  2.53453839e+01]
 [-9.16462970e-03  2.53601453e+01]
 [-9.13084397e-03  2.53749067e+01]
 [-9.09610603e-03  2.53896682e+01]
 [-9.06052168e-03  2.54044296e+01]
 [-9.02419672e-03  2.54191910e+01]
 [-8.98723696e-03  2.54339525e+01]
 [-8.94974820e-03  2.54487139e+01]
 [-8.91183623e-03  2.54634753e+01]
 [-8.87360686e-03  2.54782368e+01]
 [-8.83516589e-03  2.54929982e+01]
 [-8.79661912e-03  2.55077596e+01]
 [-8.75807234e-03  2.55225211e+01]
 [-8.71963137e-03  2.55372825e+01]
 [-8.68140200e-03  2.55520439e+01]
 [-8.64349003e-03  2.55668054e+01]
 [-8.60600127e-03  2.55815668e+01]
 [-8.56904151e-03  2.55963283e+01]
 [-8.53271656e-03  2.56110897e+01]
 [-8.49713221e-03  2.56258511e+01]
 [-8.46239426e-03  2.56406126e+01]
 [-8.42860853e-03  2.56553740e+01]
 [-8.39588080e-03  2.56701354e+01]
 [-8.36431689e-03  2.56848969e+01]
 [-8.33402258e-03  2.56996583e+01]
 [-8.30510368e-03  2.57144197e+01]
 [-8.27766600e-03  2.57291812e+01]
 [-8.25181533e-03  2.57439426e+01]
 [-8.22765747e-03  2.57587040e+01]
 [-8.20529822e-03  2.57734655e+01]
 [-8.18484339e-03  2.57882269e+01]
 [-8.16639878e-03  2.58029883e+01]
 [-8.15007018e-03  2.58177498e+01]
 [-8.13596341e-03  2.58325112e+01]
 [-8.12418425e-03  2.58472726e+01]
 [-8.11483850e-03  2.58620341e+01]
 [-8.10803198e-03  2.58767955e+01]
 [-8.10387048e-03  2.58915570e+01]
 [-8.10245981e-03  2.59063184e+01]
 [-7.83541495e-03  2.59210798e+01]
 [-7.83728704e-03  2.59358413e+01]
 [-7.83955665e-03  2.59506027e+01]
 [-7.84070001e-03  2.59653641e+01]
 [-7.84471519e-03  2.59801256e+01]
 [-7.84906914e-03  2.59948870e+01]
 [-7.85064232e-03  2.60096484e+01]
 [-7.85543843e-03  2.60244099e+01]
 [-7.85992404e-03  2.60391713e+01]
 [-7.86376078e-03  2.60539327e+01]
 [-7.86832591e-03  2.60686942e+01]
 [-7.86967537e-03  2.60834556e+01]
 [-7.87650957e-03  2.60982170e+01]
 [-7.88312685e-03  2.61129785e+01]
 [-7.88737756e-03  2.61277399e+01]
 [-7.89384067e-03  2.61425013e+01]
 [-7.89754622e-03  2.61572628e+01]
 [-7.90369660e-03  2.61720242e+01]
 [-7.91087582e-03  2.61867857e+01]
 [-7.91721835e-03  2.62015471e+01]
 [-7.92123500e-03  2.62163085e+01]
 [-7.92771895e-03  2.62310700e+01]
 [-7.93621315e-03  2.62458314e+01]
 [-7.94237389e-03  2.62605928e+01]
 [-7.94860876e-03  2.62753543e+01]
 [-7.95482756e-03  2.62901157e+01]
 [-7.96096726e-03  2.63048771e+01]
 [-7.96935751e-03  2.63196386e+01]
 [-7.97683334e-03  2.63344000e+01]
 [-7.98284574e-03  2.63491614e+01]
 [-7.98985597e-03  2.63639229e+01]
 [-7.99607935e-03  2.63786843e+01]
 [-8.00270258e-03  2.63934457e+01]
 [-8.00911226e-03  2.64082072e+01]
 [-8.01547640e-03  2.64229686e+01]
 [-8.02172886e-03  2.64377300e+01]
 [-8.02795599e-03  2.64524915e+01]
 [-8.03426497e-03  2.64672529e+01]
 [-8.03904485e-03  2.64820144e+01]
 [-8.04464805e-03  2.64967758e+01]
 [-8.05276405e-03  2.65115372e+01]
 [-8.05952338e-03  2.65262987e+01]
 [-8.06335661e-03  2.65410601e+01]
 [-8.07104466e-03  2.65558215e+01]
 [-8.07828700e-03  2.65705830e+01]
 [-8.08382490e-03  2.65853444e+01]
 [-8.09059785e-03  2.66001058e+01]
 [-8.09625650e-03  2.66148673e+01]
 [-8.10247272e-03  2.66296287e+01]
 [-8.10585848e-03  2.66443901e+01]
 [-8.11333966e-03  2.66591516e+01]
 [-8.12079582e-03  2.66739130e+01]
 [-8.12572093e-03  2.66886744e+01]
 [-8.13205625e-03  2.67034359e+01]
 [-8.13728705e-03  2.67181973e+01]
 [-8.14311435e-03  2.67329587e+01]
 [-8.14696772e-03  2.67477202e+01]
 [-8.15485209e-03  2.67624816e+01]
 [-8.16297328e-03  2.67772431e+01]
 [-8.16662071e-03  2.67920045e+01]
 [-8.17550970e-03  2.68067659e+01]
 [-8.18350094e-03  2.68215274e+01]
 [-8.18898940e-03  2.68362888e+01]
 [-8.19582213e-03  2.68510502e+01]
 [-8.20277237e-03  2.68658117e+01]
 [-8.20975011e-03  2.68805731e+01]
 [-8.21588973e-03  2.68953345e+01]
 [-8.22201173e-03  2.69100960e+01]
 [-8.22770637e-03  2.69248574e+01]
 [-8.23331342e-03  2.69396188e+01]
 [-8.23711896e-03  2.69543803e+01]
 [-8.24343243e-03  2.69691417e+01]
 [-8.24965598e-03  2.69839031e+01]
 [-8.25404924e-03  2.69986646e+01]
 [-8.25946708e-03  2.70134260e+01]
 [-8.26404298e-03  2.70281874e+01]
 [-8.26910891e-03  2.70429489e+01]
 [-8.27378720e-03  2.70577103e+01]
 [-8.27748809e-03  2.70724718e+01]
 [-8.28030558e-03  2.70872332e+01]
 [-8.28191628e-03  2.71019946e+01]
 [-8.28630592e-03  2.71167561e+01]
 [-8.29054464e-03  2.71315175e+01]
 [-8.29460883e-03  2.71462789e+01]
 [-8.29880065e-03  2.71610404e+01]
 [-8.30129870e-03  2.71758018e+01]
 [-8.30454216e-03  2.71905632e+01]
 [-8.30714982e-03  2.72053247e+01]
 [-8.30799949e-03  2.72200861e+01]
 [-8.31160576e-03  2.72348475e+01]
 [-8.31338933e-03  2.72496090e+01]
 [-8.31627851e-03  2.72643704e+01]
 [-8.32002745e-03  2.72791318e+01]
 [-8.31929967e-03  2.72938933e+01]
 [-8.32322760e-03  2.73086547e+01]
 [-8.32591995e-03  2.73234161e+01]
 [-8.32722294e-03  2.73381776e+01]
 [-8.32913388e-03  2.73529390e+01]
 [-8.33045367e-03  2.73677005e+01]
 [-8.33196554e-03  2.73824619e+01]
 [-8.33321747e-03  2.73972233e+01]
 [-8.33446853e-03  2.74119848e+01]
 [-8.33517970e-03  2.74267462e+01]
 [-8.33624234e-03  2.74415076e+01]
 [-8.33692899e-03  2.74562691e+01]
 [-8.33647140e-03  2.74710305e+01]
 [-8.33844626e-03  2.74857919e+01]
 [-8.33974515e-03  2.75005534e+01]
 [-8.33974219e-03  2.75153148e+01]
 [-8.34046302e-03  2.75300762e+01]
 [-8.33875435e-03  2.75448377e+01]
 [-8.33995905e-03  2.75595991e+01]
 [-8.34219333e-03  2.75743605e+01]
 [-8.34258831e-03  2.75891220e+01]
 [-8.34375310e-03  2.76038834e+01]
 [-8.34565753e-03  2.76186448e+01]
 [-8.34827141e-03  2.76334063e+01]
 [-8.35156454e-03  2.76481677e+01]
 [-8.35550674e-03  2.76629292e+01]
 [-8.36006781e-03  2.76776906e+01]
 [-8.36521758e-03  2.76924520e+01]
 [-8.37092584e-03  2.77072135e+01]
 [-8.37716241e-03  2.77219749e+01]
 [-8.38389710e-03  2.77367363e+01]
 [-8.39109973e-03  2.77514978e+01]
 [-8.39874009e-03  2.77662592e+01]
 [-8.40678801e-03  2.77810206e+01]
 [-8.41521330e-03  2.77957821e+01]
 [-8.42398576e-03  2.78105435e+01]
 [-8.43307520e-03  2.78253049e+01]
 [-8.44245144e-03  2.78400664e+01]
 [-8.45208429e-03  2.78548278e+01]
 [-8.46194356e-03  2.78695892e+01]
 [-8.47199906e-03  2.78843507e+01]
 [-8.48222059e-03  2.78991121e+01]
 [-8.49257798e-03  2.79138735e+01]
 [-8.50304103e-03  2.79286350e+01]
 [-8.51357956e-03  2.79433964e+01]
 [-8.52416336e-03  2.79581579e+01]
 [-8.53476227e-03  2.79729193e+01]
 [-8.54534607e-03  2.79876807e+01]
 [-8.55588460e-03  2.80024422e+01]
 [-8.56634765e-03  2.80172036e+01]
 [-8.57670503e-03  2.80319650e+01]
 [-8.58692657e-03  2.80467265e+01]
 [-8.59698207e-03  2.80614879e+01]
 [-8.60684134e-03  2.80762493e+01]
 [-8.61647419e-03  2.80910108e+01]
 [-8.62585043e-03  2.81057722e+01]
 [-8.63493987e-03  2.81205336e+01]
 [-8.64371233e-03  2.81352951e+01]
 [-8.65213762e-03  2.81500565e+01]
 [-8.66018554e-03  2.81648179e+01]
 [-8.66782590e-03  2.81795794e+01]
 [-8.67502853e-03  2.81943408e+01]
 [-8.68176322e-03  2.82091022e+01]
 [-8.68799979e-03  2.82238637e+01]
 [-8.69370805e-03  2.82386251e+01]
 [-8.69885782e-03  2.82533866e+01]
 [-8.70341889e-03  2.82681480e+01]
 [-8.70736109e-03  2.82829094e+01]
 [-8.71065422e-03  2.82976709e+01]
 [-8.71326809e-03  2.83124323e+01]
 [-8.71517253e-03  2.83271937e+01]
 [-8.71633732e-03  2.83419552e+01]
 [-8.71673230e-03  2.83567166e+01]
 [-8.43958368e-03  2.83714780e+01]
 [-8.44066995e-03  2.83862395e+01]
 [-8.44354928e-03  2.84010009e+01]
 [-8.44369968e-03  2.84157623e+01]
 [-8.44608705e-03  2.84305238e+01]
 [-8.44760384e-03  2.84452852e+01]
 [-8.45032412e-03  2.84600466e+01]
 [-8.45284819e-03  2.84748081e+01]
 [-8.45591406e-03  2.84895695e+01]
 [-8.45868574e-03  2.85043309e+01]
 [-8.46258811e-03  2.85190924e+01]
 [-8.46429150e-03  2.85338538e+01]
 [-8.46990791e-03  2.85486153e+01]
 [-8.47611358e-03  2.85633767e+01]
 [-8.47974258e-03  2.85781381e+01]
 [-8.48487534e-03  2.85928996e+01]
 [-8.48970502e-03  2.86076610e+01]
 [-8.49520519e-03  2.86224224e+01]
 [-8.50018734e-03  2.86371839e+01]
 [-8.50508577e-03  2.86519453e+01]
 [-8.50978954e-03  2.86667067e+01]
 [-8.51663560e-03  2.86814682e+01]
 [-8.52162950e-03  2.86962296e+01]
 [-8.52827389e-03  2.87109910e+01]
 [-8.53550213e-03  2.87257525e+01]
 [-8.54046588e-03  2.87405139e+01]
 [-8.54754506e-03  2.87552753e+01]
 [-8.55307942e-03  2.87700368e+01]
 [-8.55994670e-03  2.87847982e+01]
 [-8.56752331e-03  2.87995596e+01]
 [-8.57232771e-03  2.88143211e+01]
 [-8.58012182e-03  2.88290825e+01]
 [-8.58722299e-03  2.88438439e+01]
 [-8.59215297e-03  2.88586054e+01]
 [-8.60095350e-03  2.88733668e+01]
 [-8.60878671e-03  2.88881283e+01]
 [-8.61535705e-03  2.89028897e+01]
 [-8.62273914e-03  2.89176511e+01]
 [-8.62801165e-03  2.89324126e+01]
 [-8.63491830e-03  2.89471740e+01]
 [-8.64404523e-03  2.89619354e+01]
 [-8.65167150e-03  2.89766969e+01]
 [-8.65863491e-03  2.89914583e+01]
 [-8.66559821e-03  2.90062197e+01]
 [-8.67220854e-03  2.90209812e+01]
 [-8.67906618e-03  2.90357426e+01]
 [-8.68590611e-03  2.90505040e+01]
 [-8.69266950e-03  2.90652655e+01]
 [-8.69939761e-03  2.90800269e+01]
 [-8.70621048e-03  2.90947883e+01]
 [-8.71304551e-03  2.91095498e+01]
 [-8.71983556e-03  2.91243112e+01]
 [-8.72590320e-03  2.91390726e+01]
 [-8.73081229e-03  2.91538341e+01]
